"filename", "language", "C#", "JavaScript JSX", "JavaScript", "JSON", "PostCSS", "comment", "blank", "total"
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\data\searchMockData.js", "JavaScript", 0, 0, 88, 0, 0, 0, 6, 94
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useFeed.js", "JavaScript", 0, 0, 39, 0, 0, 1, 4, 44
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\pages\GroupPage.jsx", "JavaScript JSX", 0, 432, 0, 0, 0, 0, 30, 462
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\pages\GroupsCreatePage.jsx", "JavaScript JSX", 0, 227, 0, 0, 0, 0, 20, 247
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\pages\GroupsPage.jsx", "JavaScript JSX", 0, 314, 0, 0, 0, 0, 16, 330
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\pages\HomePage.jsx", "JavaScript JSX", 0, 85, 0, 0, 0, 2, 15, 102
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\pages\ReelsPage.jsx", "JavaScript JSX", 0, 95, 0, 0, 0, 0, 12, 107
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\pages\SearchPage.jsx", "JavaScript JSX", 0, 201, 0, 0, 0, 0, 15, 216
"d:\SocialNetworkApp\SocialNetworkApp\src\Web\obj\Debug\net10.0\ApiEndpoints.json", "JSON", 0, 0, 0, 367, 0, 0, 0, 367
"d:\SocialNetworkApp\SocialNetworkApp\src\Web\obj\Debug\net10.0\EndpointInfo\Web.json", "JSON", 0, 0, 0, 821, 0, 0, 0, 821
"Total", "-", 12833, 2907, 704, 1251, 6, 139, 4713, 22553
