"filename", "language", "C#", "JSON", "JavaScript JSX", "JavaScript", "PostCSS", "Dotenv", "comment", "blank", "total"
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Feed\CreatePost.jsx", "JavaScript JSX", 0, 0, 1, 0, 0, 0, 0, 1, 2
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Feed\HomeReelsRail.jsx", "JavaScript JSX", 0, 0, 91, 0, 0, 0, 0, 9, 100
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Feed\PostCard.jsx", "JavaScript JSX", 0, 0, 219, 0, 0, 0, 10, 12, 241
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Feed\StoryBar.jsx", "JavaScript JSX", 0, 0, 64, 0, 0, 0, -1, 8, 71
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Navbar\Navbar.jsx", "JavaScript JSX", 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Profile\CreatePostModal.jsx", "JavaScript JSX", 0, 0, 53, 0, 0, 0, 2, 4, 59
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Profile\CreateReelModal.jsx", "JavaScript JSX", 0, 0, 448, 0, 0, 0, 0, 49, 497
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Profile\FollowingTab.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, -1, 4, 3
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Profile\FriendsTab.jsx", "JavaScript JSX", 0, 0, 19, 0, 0, 0, 1, 4, 24
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Profile\MediaTab.jsx", "JavaScript JSX", 0, 0, 183, 0, 0, 0, 0, 14, 197
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Profile\PhotosTab.jsx", "JavaScript JSX", 0, 0, -41, 0, 0, 0, -2, -3, -46
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Profile\ProfileReelsTab.jsx", "JavaScript JSX", 0, 0, 218, 0, 0, 0, 2, 14, 234
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Profile\ProfileRelationshipActions.jsx", "JavaScript JSX", 0, 0, 440, 0, 0, 0, 16, 41, 497
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Reels\ReelView.jsx", "JavaScript JSX", 0, 0, 271, 0, 0, 0, 22, 27, 320
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Reels\ReelViewModal.jsx", "JavaScript JSX", 0, 0, 260, 0, 0, 0, 9, 19, 288
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Story\ProfileStoryRing.jsx", "JavaScript JSX", 0, 0, 75, 0, 0, 0, 0, 11, 86
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Story\UserStoryViewer.jsx", "JavaScript JSX", 0, 0, 359, 0, 0, 0, 9, 37, 405
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\Story\storyMappers.js", "JavaScript", 0, 0, 0, 73, 0, 0, 0, 10, 83
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\group\GroupAdminInsights.jsx", "JavaScript JSX", 0, 0, 211, 0, 0, 0, 4, 19, 234
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\group\GroupAdminManage.jsx", "JavaScript JSX", 0, 0, 863, 0, 0, 0, 10, 71, 944
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\components\group\GroupAdminSettings.jsx", "JavaScript JSX", 0, 0, 454, 0, 0, 0, 18, 27, 499
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\contexts\ReelsContext.jsx", "JavaScript JSX", 0, 0, 174, 0, 0, 0, 5, 27, 206
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\contexts\StoriesContext.jsx", "JavaScript JSX", 0, 0, 54, 0, 0, 0, 0, 13, 67
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\contexts\authContext.jsx", "JavaScript JSX", 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\contexts\friendContext.jsx", "JavaScript JSX", 0, 0, 78, 0, 0, 0, 0, 5, 83
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\data\groupMockData.js", "JavaScript", 0, 0, 0, -2, 0, 0, 0, 0, -2
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\data\mockData.js", "JavaScript", 0, 0, 0, 15, 0, 0, 2, 1, 18
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\data\reelsMockData.js", "JavaScript", 0, 0, 0, 136, 0, 0, 0, 0, 136
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useAllMembers.js", "JavaScript", 0, 0, 0, 124, 0, 0, 14, 18, 156
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useCreateStory.js", "JavaScript", 0, 0, 0, 27, 0, 0, 0, 5, 32
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useFollowees.js", "JavaScript", 0, 0, 0, 23, 0, 0, 0, 5, 28
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useGroup.js", "JavaScript", 0, 0, 0, 224, 0, 0, 0, 31, 255
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useGroupInsights.js", "JavaScript", 0, 0, 0, 58, 0, 0, 6, 9, 73
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useGroupPosts.js", "JavaScript", 0, 0, 0, 99, 0, 0, 9, 16, 124
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useMedias.js", "JavaScript", 0, 0, 0, 96, 0, 0, 0, 17, 113
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\usePendingPosts.js", "JavaScript", 0, 0, 0, 137, 0, 0, 11, 18, 166
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useProfileFriends.js", "JavaScript", 0, 0, 0, 24, 0, 0, 0, 6, 30
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useProfileReels.js", "JavaScript", 0, 0, 0, 148, 0, 0, 3, 19, 170
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useProfileStories.js", "JavaScript", 0, 0, 0, 49, 0, 0, 0, 8, 57
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useReportedContent.js", "JavaScript", 0, 0, 0, 155, 0, 0, 13, 17, 185
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useSearchGroups.js", "JavaScript", 0, 0, 0, 36, 0, 0, 3, 6, 45
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useStoriesTimeline.js", "JavaScript", 0, 0, 0, 42, 0, 0, 0, 6, 48
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useTag.js", "JavaScript", 0, 0, 0, 53, 0, 0, 5, 4, 62
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useUserMedias.js", "JavaScript", 0, 0, 0, 4, 0, 0, 4, 2, 10
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\hooks\useYourGroups.js", "JavaScript", 0, 0, 0, 36, 0, 0, 3, 6, 45
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\main.jsx", "JavaScript JSX", 0, 0, 6, 0, 0, 0, 0, 0, 6
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\pages\BirthdaysPage.jsx", "JavaScript JSX", 0, 0, 258, 0, 0, 0, 0, 20, 278
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\pages\CreateStoryPage.jsx", "JavaScript JSX", 0, 0, 587, 0, 0, 0, 0, 63, 650
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\pages\FriendsPage.jsx", "JavaScript JSX", 0, 0, 52, 0, 0, 0, 1, 2, 55
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\pages\GroupPage.jsx", "JavaScript JSX", 0, 0, 351, 0, 0, 0, 1, 32, 384
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\pages\GroupsCreatePage.jsx", "JavaScript JSX", 0, 0, 11, 0, 0, 0, 0, 4, 15
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\pages\GroupsPage.jsx", "JavaScript JSX", 0, 0, -41, 0, 0, 0, 1, 9, -31
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\pages\HomePage.jsx", "JavaScript JSX", 0, 0, 3, 0, 0, 0, 0, 2, 5
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\pages\ProfilePage.jsx", "JavaScript JSX", 0, 0, 41, 0, 0, 0, -2, 5, 44
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\pages\ReelsPage.jsx", "JavaScript JSX", 0, 0, 86, 0, 0, 0, 16, 20, 122
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\pages\SavedPage.jsx", "JavaScript JSX", 0, 0, 333, 0, 0, 0, 10, 17, 360
"d:\SocialNetworkApp\SocialNetworkApp\src\ReactWeb\src\pages\StoryPage.jsx", "JavaScript JSX", 0, 0, 52, 0, 0, 0, 0, 8, 60
"d:\SocialNetworkApp\SocialNetworkApp\src\Web\obj\Debug\net10.0\ApiEndpoints.json", "JSON", 0, 622, 0, 0, 0, 0, 0, 0, 622
"d:\SocialNetworkApp\SocialNetworkApp\src\Web\obj\Debug\net10.0\EndpointInfo\Web.json", "JSON", 0, 1003, 0, 0, 0, 0, 0, 0, 1003
"d:\SocialNetworkApp\SocialNetworkApp\src\Web\obj\Debug\net10.0\Web.MvcApplicationPartsAssemblyInfo.cs", "C#", 0, 0, 0, 0, 0, 0, 1, 0, 1
"d:\SocialNetworkApp\SocialNetworkApp\src\Web\obj\Web.csproj.nuget.dgspec.json", "JSON", 0, 10, 0, 0, 0, 0, 0, 0, 10
"Total", "-", 14452, 1661, 6244, 1708, -3, 1, 371, 5702, 30136
